word    count	
Mao	1
March	13
Marche	1
Marco	1
Margrethe	1
Maria	2
Mariana	1
Mariano	1
Marine	1
Marines	1
Marjory	1
Mark	7
Markey	1
Mars	1
Marta	1
Martha	1
Martin	1
Mary	1
Masa	1
Massachusetts	1
Masses	1
Mastercard	1
Mat	1
Mate	1
Matthew	1
May	3
Maybe	3
Mayes	4
Mayor	2
Mayors	1
McDonnell	1
McFadden	9
McGarey	6
McKinnon	1
Meagan	1
Medical	1
Medicine	2
Meet	2
Menna	1
Mercantile	1
Mercedes	1
Mercer	1
Merging	1
Merkin	1
Merriman	2
Messages	1
Met	1
Met.60	1
Methane	1
Metropolitan	1
Mexico	2
Michael	1
Michigan	6
Micron	1
Microsoft	2
Mid-Atlantic	1
Mike	5
Mikhail	1
Miles	1
Military	2
Mining	2
Minister	6
Ministry	6
Minutes	2
Minutes.BARRY	1
Minutes.”	1
Miroslav	1
Missile	3
Mississippi	1
Mitra	1
Mitsubishi	1
Mobil	3
Model	1
Mohammed	7
Mola	1
Monday	14
Monday."This	1
Monday."We	1
Monetary	3
Monsanto	3
Mont	1
Montana	9
Montana.Morris	2
Montreal-based	1
Moody	1
Moon.The	1
Moore	1
Morgan	1
Morning	1
Morris	8
Morsi	12
Mosallam	1
Moscow	10
Moscow;	2
Moscows	3
Mother	1
Moussa	8
Moussa.A	1
Move.The	1
Mubarak	9
Mubarak.The	1
Mueller	1
Mukherji	1
Museum	3
Music	1
Muslim	3
Muslim-majority	1
Muslims	1
Mustafa	4
Mutts	1
Myles	2
N.C.A.A	1
N.R.A.s	1
N.Y	1
NASA	1
NASAs	2
NATIONS	1
NATO	4
NBC	1
NDRC	2
NDRC).Xie	1
NOLA.com/The	1
NPR	1
NYC	1
NYT	5
NYT)The	1
Nace.Still	1
Nair	1
Nancy	3
Nandita	1
Napoleon	1
Naquin	1
Nasdaq	1
Nassar	11
Nassar.As	1
Natalie	3
Nation	1
Nation.Groundbreaking	1
National	16
Nations	8
Native	3
Natural	4
Nature	3
Navaratnam	1
Navarro	1
Nearly	2
Negev	1
Neil	1
Netflix	1
Netherlands	1
News	4
Niblock	1
Nick	4
Nick.Mr	1
Nickelodeon	1
Nicklaus	1
Nicolas	1
Nigerians	1
Night	1
Nina	2
Nintendo	1
Nir	1
Nixon	1
Nobel	2
Nocera	1
Nonnatus	1
North	17
Northwest	1
Norway	6
Nose/Knows	1
Nothing	1
Noto	1
Noto:	1
Novartis	2
Novartiss	1
November	3
November.Opinion	1
Novichok	2
Novichok-5	1
Novichok.The	1
Nowhere	1
Numerous	2
Nvidia	2
Nvidias	1
OBrien	1
OLYMPIC	1
ORLEANS	1
OSLO	3
Oakland	4
Occidental	1
Ocean	1
Oceans	1
Oceans”	1
October	5
October.Relations	1
Odebrecht	2
Odebrecht.Kuczynski	1
Oded	1
Office	1
Ohio	1
Oil	2
Oki	9
Okis	1
OlFactory	1
Ollanta	1
Olswanger	1
Olswangers	1
Olympic	1
Olympics	1
One	7
Opera	5
Opinion	1
Option	1
Order	1
Organization	3
Oriol	1
Oslo	1
Oslo.Among	1
Osteopathic	2
Osterman	2
Others	4
Outdoor	5
Overfishing	1
Oxford	2
P	1
PAC	3
PAC.Using	1
PARIS	1
PARTY	1
PASSOVER	1
PBS	2
PDI-P	1
PEOPLE:	1
PERFORMANCES	1
PERUPeru	1
PLANET	1
PSI	10
Pablo	3
Pacific	5
Pacifics	1
Pakistan.In	1
Palace	2
Palestinians	1
Pan	1
Panel	1
Panther	1
Paris	14
Parish	2
Park	3
Parkland	2
Parks	1
Parks.Already	1
Parliament	10
Parliament.Weve	1
Part	1
Participants	1
Partners	2
Party	8
Partys	1
Passing	1
Passover	1
Patrick	2
Paul	2
Paulsen	1
Payment	1
Pedro	2
Pelletiere	18
Peninsula	2
Penny:	1
People	2
Peoples	4
Perhaps	1
Perindo	1
Perry	1
Pershing	1
Peru	8
Peruvians	1
Petco	1
Peter	5
Peter:	1
Petersburg	1
Petersburg.He	1
Petronas	2
Philadelphia	1
Philippe.Others	1
Phronima	2
Phyllis	1
Piccadilly	4
Pick.GREAT	1
Pimm	1
Plastic	1
Platform	2
Players	1
Plaza	1
Plc	1
Please	2
Point:	1
Poland	3
Policy	1
Polish	1
Politburo	1
Political	1
Pompeo	1
Poniewozik	1
Poor	2
Poppy	1
Popular	1
Port	1
Portugal	1
Post	2
Potential	1
Potter	3
Potterie	2
Powder	6
Powell	2
Prabowo	1
Praised	1
Presented	2
President	45
Press	5
Pretax	1
Price	1
Priddy	2
Prihatini	2
Prime	2
Prince	1
Prize	1
Pro	1
Pro-government	1
ProPublica)Third	1
Problem	1
Professional	1
Program	2
Promise	1
Property	1
Protection	1
Puerto	4
Puigdemont	5
Purdy	2
Putin	15
Qaeda	1
Qantas	1
Qixing	2
Qualcomm	1
Queensland	2
Quellaveco	1
Quotation	1
R	1
RALLY	1
RALLYKuczynski	1
RANCH	1
RICHARD	1
Radiology	1
Rafael	1
Rains	1
Rajoy	2
Rampton	1
Randall	1
Reagan	4
Rebellion	1
Recipe	1
Record	2
Recording	1
Records	1
Reform	2
Registry	1
Regulators	1
Reinke	1
Relations	2
Remington	3
Renata	1
Renewables	1
Report	1
Reporting	1
Republic	6
Republican	13
Republicans	9
Research	3
Researchers	2
Reserve	2
Reservoir	1
Resort	1
Resources	1
Responsible	1
Reut	1
Reuters	9
Reuters.Kuczynski	1
Review]	1
Revolution	1
Revolution.If	1
Rex	1
Rican	1
Ricans	1
Rice	8
Richard	2
Richter	1
Rico	1
Ricos	1
Rim	1
Rio	5
Risks	1
River	6
Roach	1
Roaring	1
Robert	6
Roberta	1
Roberts	3
Robin	1
Robotics	1
Roche	1
Roddy	1
Roe	1
Roger	2
Rolls-Royce	1
Ronald	4
Rose	2
Rosenbluth	3
Ross	1
Roughly	1
Rounsevell	1
Rovira	2
Royal	5
Rpublique	1
Ruger	3
Russell	1
Russia	18
Russia.The	1
Russia.While	1
Russian	18
Russian-American	1
Russian-U.S	1
Russian-armed	1
Russians	2
Russias	6
S.&P	4
S.U.V	1
S.U.V.s	1
SACRAMENTO	1
SADATThe	2
SAN	2
SHAFIQA	2
SHANGHAI	1
STATE	1
Sachs	3
Sadat	4
Safety	1
Sahu	1
Sajid	1
Sales	1
Salisbury	3
Salman	1
Sami	1
San	9
Sanchez	1
Sanders	1
Sandy	1
Santa	2
Sanya	1
Saturday	8
Saugestad	1
Sayda	1
Scentre	1
Schlafly	1
Schmollinger	1
Schneider	1
Scholars	1
School	4
Schriever	1
Schriver	1
Schwarzenegger	5
Sci	1
Science	2
Science-Policy	2
Scientist	1
Scientists	2
Scores	1
Scotland;	2
Scott	4
Seattle	5
Seattle-area	1
Sebastian	2
Second	1
Secretary	2
Secretary-General	2
Security	1
Security.Reagan	1
Seed	1
Seeing	1
Sekulow	1
Sekulow.Top	1
Selecting	1
Sellamuttu	1
Senate	5
Senator	2
Senators	1
Seneratna	1
Senior	1
Sensodyne	1
Separately	1
September	2
September.But	1
Sergei	2
Service	1
Services	1
Seth	1
Shady	2
Shafiq	3
Shanghai	2
Shareholders	1
Shares	2
Shaw	1
Shaw:	1
Shearer	2
Shell	3
Shell.They	1
Sherry	1
Shes	1
Shlemiel	1
Shoseyov	1
Shoubra	1
Shri	1
Shumaker	1
Shut	1
Siberia	1
Siemens	1
Sierra	2
Sign	1
Sijia	1
Simon:	1
Sinai	3
Since	5
Singapore	1
Singapore-based	1
Sister	1
Skripal	3
Skripals	2
SmartSheet	1
Smith	2
Smithsonian	1
SoFi	1
Social	2
Socialist	2
Socialists	1
Society	2
SoftBank	1
SoftBanks	1
Solarium	1
Solidarity	2
Solvik-Olsen	1
Son	2
Sonali	1
Soon	1
South	17
South.Once	1
Southeast	1
Southern	2
Soviet	7
Spacious	1
Spain	7
Spanish	4
Sparks	1
Spitz	3
Sporting	2
Sporton	2
Spotify	1
Spri	1
Spring	2
Square	2
Squishy	1
St	4
Staes	1
Staff	1
Standard	2
Stanford	1
Stanley	1
Stanway;	1
Starting	1
State	17
State.When	1
States	50
States.Best	1
Stella	1
Stephanie	2
Stephen	3
Steroids.At	1
Steve	1
Steven	2
Stock	1
Stoneman	1
Storebrand	2
Stormy	4
Strait	1
Strampel	3
Strampel:	1
Strategic	1
Strategy	1
Street	12
Street.The	1
Streets	2
Struggle	1
Stuart	1
Studies	2
Sturm	3
Styles	1
Su	1
Subhranshu	1
Subianto	1
Suharto	2
Suharto.The	1
Sukarsono	1
Summit	1
Sunday	4
Sunil	1
Sunny	2
Super	1
Supreme	5
Suresh	1
Surrender	1
Survey	1
Susanna	1
Sustainability	1
Sustainable	1
Sveen	5
Swiss	1
Swissport.For	1
Switzerland.The	1
Sydney	4
Sylvia	1
Syngenta	1
Systems	1
T-shirt	1
TAIPEI	1
TOMORROW:	1
TV	3
Taipei	6
Taiwan	17
Taiwan.American	1
Taiwan.Ms	1
Taiwan.On	1
Taiwanese	4
Taiwans	6
Taiwan’s	1
Taj	1
Take	2
Tangerang	1
Tanoeseodibjo,while	1
Tarrant	1
Tato	1
Tax	1
Teachers	1
Tears	1
Technologies	4
Technology	2
Ted	1
Tejas	2
Telegram	1
Tempe.Ubers	1
Tencent	1
Teresa	1
Terrebonne	2
Tesla	3
Texan	1
Texas	4
Thats	4
Theater	1
Theodore	1
Theresa	1
They're	1
Theyre	2
Things	1
Think	2
Thom	1
Thomas	3
Thousands	1
Three	2
Thursday	15
Tiankai.Mr	1
Tillerson	1
Tillis	2
Tim	1
Times	7
Times-Picayune	1
Tinto	7
Todd	1
Tommasini	1
Tommy	1
Tomorrow	1
Tony	1
Toronto	1
Tourism	1
Tower	8
Towers;	2
Toyota	1
Trade	7
Trail	1
Transport	1
Transportation	1
Travel	3
Travelport	1
Travis	1
Treasury	1
Treaty	2
Trench	1
Trew	1
Trident	1
Trump	65
Trump-affiliated	1
Trump.In	1
Trumps	12
Trump’s	1
Trustee	1
Tsai	4
Tuesday	11
Tuesday.Carbon	1
Turkey	2
Turull	3
Twenties	1
Twidale	1
Twitter	9
Twitter.Mr	1
Two	7
Two-thirds	1
Typically	1
U.N	6
U.N.	1
U.N.-backed	2
U.S	80
U.S.	6
U.S.-China	2
U.S.-Mexico	1
U.S.S.R	1
UBQ	11
UK	1
ULB	1
UNITED	1
UNIVERSITY	1
US	1
USA	7
USOC	4
USSEOUL	1
Uber	3
Ubers	1
Ugly	1
Ukraine	2
Ukrainian	1
Unauthorized	1
Undaunted	1
Underscoring	1
Understandably	1
Union	12
United	64
Universe	1
University	16
Universitys	1
Unlike	2
Unmack	1
Unseen	2
Uprising	1
Urban	1
Urs	1
V	3
VEGAS	1
VEGAS/HONG	1
Valeri	1
Valeria	1
Vallaud	2
Vanguard	2
Vardhan	2
Vegas	1
Venezuelan	2
Venezuelans	1
Venture	1
Verizon	1
Vestager	1
Vice	5
Vignal	2
Vijayaraghavan	1
Villanova	1
Visa	1
Vista	1
Vizcarra	6
Vladimir	3
Vladislav	1
Volkswagen	1
W	4
W.T.O	1
WASHINGTON	1
WILLIAMS	1
WRIGHT	1
WSJ	6
WaPo	2
Wade	1
Waldorf	1
Wall	15
Walmart	3
Wanda	1
Wandas	1
Wang	34
Wangs	6
Want	1
War	19
War".CRITICAL	1
War-era	1
War.Kadri	1
Warmer	1
Warsaw	1
Warzel	1
Washignton;	1
Washington	12
Washington;	1
Water	5
Watkins	1
Watson	10
Way	2
Wednesday	24
Wednesday."We	1
Wednesday.(Reporting	1
Wednesday.Alsup	1
Wednesday.Coal	1
Wednesday.El-Sissi	1
Wei	13
Wei.He	2
Wei.Those	1
Weis	1
Welcome	2
Wells	5
West	12
Western	8
Westernized	1
Westrup	1
Wests	2
Weve	2
Whale	2
Whether	1
White	8
Whitehaven	4
Whitney	1
Widodo	2
William	7
Williams	5
Williamss	2
Winchester	3
Wine	1
Within	2
Wong	6
Wood	1
Working	1
World	16
Worldwide	1
Wright	1
Writing	1
Wuebbles	1
Wyatt	1
Wyo	3
Wyoming	7
XIV	1
Xavier	1
Xi	2
Xie	4
Xinhua	3
Xis	4
YORK	3
YOUNG	1
Yale	2
Yes	1
Yes."Among	1
Yet	3
Yeti	1
Yiddish	1
York	26
York.It	2
YouTube	1
YouTube."No	1
Young	2
Yulia	1
Yun	1
ZEELIM	1
ZTE	1
Zakharova	1
Zaki	1
Zanker	1
Zedongs	1
Zeinab	1
Zhenhua	1
Zhenhua.China	1
Ziad	1
Zuckerberg	4
[BBC]	1
[Stanford	1
___Is	1
___The	1
a.m	2
a.m.	1
a.m.-4	2
a.m.A	1
abandon	2
abandoned	1
abandoned.In	1
abandoning	1
abbreviation	1
ability	4
able	5
abnormal	1
abortion	1
abroad	1
absence	1
absorption	1
abundant	1
abuse	3
abused	2
accelerate	1
accept	2
accepted	3
accepts	1
access	5
accident	1
accommodations	1
accomplishing	1
accomplishments	1
accord	6
according	33
account	3
accountable	1
accounted	6
accounting	3
accreditation	1
accurate	2
accurately	1
accusations	1
accuse	4
accused	6
accuses	1
accusing	2
achieve	4
achieved	2
achieving	2
acidic	1
acidity	1
acknowledge	1
acknowledged	4
acknowledges	2
acolytes	1
acoustic	1
acquire	1
acquired	2
acquiring	1
acquisition	2
acquisitions	1
acquisitors	1
acres	1
acrobat	1
across	19
acrylic	1
act	3
acting	1
action	6
actions	8
actions:Where	1
active	1
actively	1
activism	2
activism.Kasich	1
activist	2
activists	5
activists."The	1
activities	7
activity	5
actor	1
actors	1
actress	2
acts	1
actually	2
actually.This	1
adamant	1
adaptation	1
adapts	1
add	2
added	9
added."I	1
added.(Reporting	1
added.Diet	1
adding	11
additional	7
additions	3
additive	1
address	7
addressed	4
addressing	4
adequate	1
adjacent	1
administered	1
administration	9
administrator.The	1
admire	1
admission	2
admitted	1
adopt	1
adoptable	1
adopted	1
ads	2
adults	1
advance	3
advances	1
advantage	1
adventuresome	1
adversaries.When	1
adverse	1
advertise	1
advertisement	1
advertisements	1
advertising	1
advice	1
advised	1
adviser	8
advisers	4
advisory	1
advocates	2
affair	2
affairs	6
affect	3
affected	3
affiliated	1
affiliates	3
affinity	1
affordability	1
afraid	2
aftermath	3
afternoon	1
age	6
agency	11
agenda	5
agenda.Arnold	1
agent	6
ages	1
aggressive	1
aggressor.When	1
ago	9
ago.Taiwan	1
agree	3
agreed	9
agreement	9
agreement.For	1
agreements	3
agrees	1
agriculture	5
agrochemicals	2
ahead	8
ahead.ALL	1
aid	1
aide	1
aides	1
aim	3
aimed	4
aiming	1
aims	1
air	10
aircraft	4
aircrafts	1
aired	1
airline	5
airlines	2
airport	3
airports	1
aisle.After	1
alarmed.What	1
alarming	5
alchemy."Chemists	1
algae	1
algorithms.The	1
alien	1
alive	1
all-female	1
all-powerful	1
allegations	6
allege	2
alleged	3
allegiance.For	1
alleging	1
alliance	1
alliances	1
allies	7
alligators	1
allotted	1
allow	9
allowed	3
allowing	3
